,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,URL,Years of Service,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Teams
1187,John Duren,1981,1983,G,6-3,195.0,"October 30, 1958",Georgetown University,/players/d/durenjo01.html,2,201.0,33.0,14.7,1.6,3.6,0.435,0.0,0.1,0.12,1.6,3.5,0.446,0.437,0.4,0.5,0.75,0.3,0.8,1.1,2.0,0.5,0.1,1.0,2.0,3.5,2
1188,Jarrett Durham,1972,1972,F,6-5,188.0,"August 22, 1949",Duquesne University,/players/d/durhaja01.html,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1189,Pat Durham,1993,1995,F,6-7,210.0,"March 10, 1967",Colorado State University,/players/d/durhapa01.html,2,64.0,3.0,14.5,1.9,4.1,0.469,0.1,0.4,0.192,1.8,3.7,0.5,0.479,1.1,1.7,0.667,0.7,1.0,1.7,0.9,0.6,0.5,0.8,1.9,5.0,2
1190,Devin Durrant,1985,1986,F,6-7,200.0,"October 20, 1960",Brigham Young University,/players/d/durrade01.html,1,63.0,8.0,12.8,1.9,4.7,0.414,0.0,0.0,0.0,1.9,4.6,0.418,0.414,1.2,1.7,0.689,0.8,1.3,2.1,1.3,0.3,0.2,1.3,1.8,5.0,2
1191,Ken Durrett,1972,1975,F,6-7,190.0,"December 8, 1948",La Salle University,/players/d/durreke01.html,3,120.0,0.0,10.0,1.6,3.7,0.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.3,0.637,0.7,1.3,1.9,0.5,0.2,0.1,0.0,1.6,4.0,3
1192,Dennis DuVal,1975,1976,G,6-3,175.0,"March 31, 1952",Syracuse University,/players/d/duvalde01.html,1,50.0,0.0,5.3,0.8,2.2,0.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.667,0.2,0.4,0.6,0.7,0.4,0.1,0.0,1.0,1.9,2
1193,Jack Dwan,1949,1949,F-G,6-4,200.0,"May 3, 1921",Loyola University of Chicago,/players/d/dwanja01.html,0,60.0,0.0,0.0,2.0,6.3,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.2,0.493,0.0,0.0,0.0,2.2,0.0,0.0,0.0,2.6,4.6,1
1194,Craig Dykema,1982,1982,F,6-8,190.0,"June 11, 1959","California State University, Long Beach",/players/d/dykemcr01.html,0,32.0,0.0,3.2,0.5,1.2,0.459,0.1,0.1,0.5,0.5,1.0,0.455,0.486,0.2,0.3,0.778,0.1,0.3,0.4,0.5,0.1,0.0,0.2,0.6,1.3,1
1195,Gene Dyker,1954,1954,F,6-6,225.0,"February 17, 1930",DePaul University,/players/d/dykerge01.html,0,11.0,0.0,8.3,0.5,2.4,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.7,0.5,0.0,0.0,1.5,0.5,0.0,0.0,0.0,1.9,1.5,1
1196,Jerome Dyson,2012,2012,G,6-3,180.0,"May 1, 1987",University of Connecticut,/players/d/dysonje01.html,0,9.0,1.0,20.0,2.1,5.3,0.396,0.1,0.9,0.125,2.0,4.4,0.45,0.406,3.1,4.0,0.778,0.2,1.9,2.1,2.0,1.2,0.2,2.2,2.1,7.4,1
1197,Ledell Eackles,1989,1998,G-F,6-5,220.0,"November 24, 1966",University of New Orleans,/players/e/eacklle01.html,9,441.0,88.0,20.2,4.1,9.2,0.445,0.3,0.9,0.336,3.8,8.3,0.457,0.461,2.3,3.0,0.767,0.8,1.4,2.2,1.7,0.6,0.1,1.4,1.8,10.8,3
1198,Jim Eakins,1969,1978,C,6-11,215.0,"May 24, 1946",Brigham Young University,/players/e/eakinji01.html,9,767.0,0.0,24.8,3.8,7.5,0.504,0.0,0.0,0.0,3.8,7.5,0.504,0.504,3.2,4.1,0.788,2.5,4.8,7.3,1.8,0.5,1.0,2.0,3.0,10.8,8
1199,Acie Earl,1994,1997,F-C,6-10,240.0,"June 23, 1970",University of Iowa,/players/e/earlac01.html,3,193.0,18.0,13.0,1.9,4.6,0.403,0.0,0.0,0.0,1.9,4.6,0.407,0.403,1.3,2.0,0.667,1.0,1.7,2.7,0.3,0.3,0.7,0.9,1.8,5.1,3
1200,Ed Earle,1954,1954,F,6-3,190.0,"April 28, 1927",Loyola University of Chicago,/players/e/earleed01.html,0,2.0,0.0,6.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1
1201,Cleanthony Early,2015,2016,F,6-8,210.0,"April 17, 1991",Wichita State University,/players/e/earlycl01.html,1,56.0,9.0,14.3,1.6,4.5,0.346,0.5,1.8,0.263,1.1,2.8,0.4,0.398,0.7,0.9,0.75,0.5,1.7,2.2,0.8,0.5,0.3,0.9,1.3,4.3,1
1202,Penny Early,1969,1969,G,5-3,114.0,"May 30, 1943",0,/players/e/earlype01.html,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1203,Mark Eaton,1983,1993,C,7-4,275.0,"January 24, 1957","University of California, Los Angeles",/players/e/eatonma01.html,10,875.0,815.0,28.8,2.4,5.2,0.458,0.0,0.0,0.0,2.4,5.2,0.458,0.458,1.2,1.9,0.649,2.1,5.8,7.9,1.0,0.4,3.5,1.5,3.4,6.0,1
1204,Jerry Eaves,1983,1987,G,6-4,180.0,"February 8, 1959",University of Louisville,/players/e/eavesje01.html,4,168.0,8.0,16.0,2.5,5.3,0.472,0.0,0.1,0.071,2.5,5.2,0.478,0.472,1.8,2.3,0.773,0.4,0.9,1.2,2.5,0.5,0.0,1.5,1.3,6.7,3
1205,Devin Ebanks,2011,2013,F,6-9,215.0,"October 28, 1989",West Virginia University,/players/e/ebankde01.html,2,63.0,15.0,11.3,1.3,3.4,0.385,0.1,0.6,0.222,1.2,2.8,0.418,0.404,0.8,1.1,0.722,0.8,1.1,1.9,0.4,0.3,0.2,0.6,0.9,3.6,1
1206,Bill Ebben,1958,1958,G,6-4,190.0,"October 7, 1935",University of Detroit Mercy,/players/e/ebbenbi01.html,0,8.0,0.0,6.3,0.8,3.5,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.75,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.6,1.9,1
1207,Al Eberhard,1975,1978,F,6-6,225.0,"May 10, 1952",University of Missouri,/players/e/eberhal01.html,3,220.0,0.0,18.8,2.6,5.9,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.0,0.797,1.2,2.2,3.5,0.8,0.7,0.2,0.6,2.5,6.8,1
1208,Ndudi Ebi,2004,2005,F,6-9,200.0,"June 18, 1984",0,/players/e/ebind01.html,1,19.0,0.0,4.5,0.9,1.8,0.486,0.0,0.1,0.0,0.9,1.8,0.5,0.486,0.3,0.7,0.462,0.4,0.6,1.0,0.2,0.1,0.3,0.3,0.7,2.1,1
1209,Roy Ebron,1974,1974,C,6-9,220.0,"August 31, 1951",University of Louisiana at Lafayette,/players/e/ebronro01.html,0,40.0,0.0,13.2,2.6,5.3,0.488,0.0,0.0,0.0,2.6,5.3,0.49,0.488,1.1,2.1,0.512,2.0,2.4,4.4,0.5,0.4,0.8,0.9,1.7,6.2,1
1210,Jarell Eddie,2016,2018,G-F,6-7,218.0,"October 30, 1991",Virginia Polytechnic Institute and State University,/players/e/eddieja01.html,2,34.0,0.0,6.4,0.8,2.5,0.302,0.6,1.9,0.292,0.2,0.6,0.333,0.413,0.5,0.5,0.941,0.1,0.8,0.9,0.1,0.2,0.0,0.1,0.2,2.6,4
1211,Patrick Eddie,1992,1992,C,6-11,240.0,"December 27, 1967","Arkansas State University, University of Mississippi",/players/e/eddiepa01.html,0,4.0,0.0,3.3,0.5,2.3,0.222,0.0,0.0,0.0,0.5,2.3,0.222,0.222,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.8,1.0,1
1212,Dike Eddleman,1950,1953,F-G,6-3,189.0,"December 27, 1922",University of Illinois at Urbana-Champaign,/players/e/eddledi01.html,3,267.0,0.0,25.7,4.6,13.2,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,4.4,0.63,0.0,0.0,4.5,2.1,0.0,0.0,0.0,3.6,12.1,3
1213,Kenton Edelin,1985,1985,F,6-8,205.0,"May 24, 1962",University of Virginia,/players/e/edelike01.html,0,10.0,1.0,14.3,0.4,1.3,0.308,0.0,0.0,0.0,0.4,1.3,0.308,0.308,0.3,0.8,0.375,0.8,1.8,2.6,1.0,0.5,0.4,0.3,3.9,1.1,1
1214,Charles Edge,1974,1975,F,6-6,210.0,"February 23, 1950",LeMoyne-Owen College,/players/e/edgech01.html,1,155.0,0.0,19.9,3.3,6.5,0.502,0.0,0.0,0.0,3.3,6.5,0.504,0.502,1.2,1.9,0.632,2.7,3.7,6.3,0.7,0.8,0.7,1.4,1.5,7.7,2
1215,Bobby Edmonds,1968,1970,F,6-6,220.0,"March 8, 1941",Tennessee State University,/players/e/edmonbo01.html,2,75.0,0.0,18.0,2.9,6.6,0.434,0.0,0.1,0.167,2.8,6.5,0.437,0.435,2.0,3.1,0.651,0.7,0.7,5.0,0.4,0.0,0.0,1.6,2.5,7.7,1
1216,Keith Edmonson,1983,1984,G,6-5,195.0,"September 28, 1960",Purdue University,/players/e/edmonke01.html,1,87.0,2.0,10.7,2.4,5.3,0.448,0.0,0.0,0.0,2.4,5.3,0.45,0.448,1.3,1.8,0.719,0.8,0.7,1.5,0.6,0.4,0.1,0.9,1.4,6.0,3
1217,Tyus Edney,1996,2001,G,5-10,152.0,"February 14, 1973","University of California, Los Angeles",/players/e/edneyty01.html,5,226.0,87.0,21.0,2.6,6.4,0.405,0.3,0.9,0.322,2.3,5.5,0.419,0.428,2.2,2.7,0.806,0.5,1.2,1.7,4.0,1.0,0.0,1.7,1.7,7.6,3
1218,Bill Edwards,1994,1994,F,6-8,215.0,"September 22, 1971",Wright State University,/players/e/edwarbi01.html,0,3.0,0.0,14.7,0.7,6.0,0.111,0.0,1.7,0.0,0.7,4.3,0.154,0.111,0.7,1.7,0.4,1.7,3.0,4.7,1.3,1.0,0.3,1.3,2.0,2.0,1
1219,Blue Edwards,1990,1999,G-F,6-4,200.0,"October 31, 1965",East Carolina University,/players/e/edwarbl01.html,9,704.0,452.0,26.1,4.3,9.0,0.475,0.4,1.3,0.335,3.9,7.7,0.498,0.499,1.8,2.3,0.779,1.0,2.4,3.4,2.0,1.0,0.4,1.7,2.7,10.8,5
1220,Corsley Edwards,2005,2005,F,6-9,275.0,"March 5, 1979",Central Connecticut State University,/players/e/edwarco01.html,0,10.0,0.0,11.0,1.0,3.1,0.323,0.0,0.0,0.0,1.0,3.1,0.323,0.323,0.7,1.2,0.583,1.2,1.3,2.5,0.3,0.3,0.4,0.2,1.9,2.7,1
1221,Doug Edwards,1994,1996,F,6-7,220.0,"January 21, 1971",Florida State University,/players/e/edwardo01.html,2,85.0,0.0,9.9,0.8,2.2,0.378,0.0,0.1,0.0,0.8,2.1,0.39,0.378,0.7,1.0,0.709,0.7,1.1,1.8,0.7,0.2,0.3,0.7,1.1,2.4,2
1222,Franklin Edwards,1982,1988,G,6-1,170.0,"February 2, 1959",Cleveland State University,/players/e/edwarfr01.html,6,296.0,36.0,15.0,2.5,5.6,0.449,0.0,0.1,0.03,2.5,5.4,0.457,0.449,1.1,1.4,0.795,0.3,0.8,1.0,2.6,0.8,0.1,1.3,1.2,6.1,3
1223,James Edwards,1978,1996,C-F,7-0,225.0,"November 22, 1955",University of Washington,/players/e/edwarja01.html,18,1168.0,467.0,24.3,5.0,10.0,0.495,0.0,0.0,0.048,5.0,10.0,0.496,0.495,2.8,4.0,0.698,1.5,3.6,5.1,1.3,0.4,0.7,1.7,3.5,12.7,8
1224,Jay Edwards,1990,1990,G,6-4,185.0,"January 3, 1969",Indiana University,/players/e/edwarja02.html,0,4.0,0.0,6.5,0.8,1.8,0.429,0.0,0.5,0.0,0.8,1.3,0.6,0.429,0.3,0.8,0.333,0.3,0.3,0.5,1.0,0.3,0.0,0.3,1.0,1.8,1
1225,John Edwards,2005,2006,C,7-0,275.0,"July 31, 1981",Kent State University,/players/e/edwarjo01.html,1,65.0,5.0,6.7,0.6,1.4,0.447,0.0,0.0,0.0,0.6,1.4,0.447,0.447,0.2,0.4,0.6,0.4,0.6,1.0,0.1,0.1,0.3,0.3,1.4,1.5,2
1226,Kevin Edwards,1989,2001,G,6-3,190.0,"October 30, 1965",DePaul University,/players/e/edwarke01.html,12,604.0,302.0,25.4,4.4,10.4,0.423,0.3,0.9,0.335,4.1,9.5,0.431,0.437,1.9,2.3,0.803,0.9,1.9,2.7,2.7,1.4,0.3,1.9,1.7,10.9,4
1227,Shane Edwards,2014,2014,F,6-7,220.0,"May 31, 1987",University of Arkansas at Little Rock,/players/e/edwarsh01.html,0,2.0,0.0,6.0,0.5,1.5,0.333,0.0,0.0,0.0,0.5,1.5,0.333,0.333,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1
1228,Johnny Egan,1962,1972,G,5-11,180.0,"January 31, 1939",Providence College,/players/e/eganjo01.html,10,712.0,0.0,20.3,2.9,6.8,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2.3,0.805,0.0,0.0,1.8,3.0,0.0,0.0,0.0,2.0,7.8,7
1229,Lonnie Eggleston,1949,1949,G,6-0,170.0,"June 8, 1918",Oklahoma State University,/players/e/egglelo01.html,0,2.0,0.0,0.0,0.5,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.667,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.5,2.0,1
1230,Bulbs Ehlers,1948,1949,F-G,6-3,198.0,"March 10, 1923",Purdue University,/players/e/ehlerbu01.html,1,99.0,0.0,0.0,2.9,10.1,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.7,0.618,0.0,0.0,0.0,1.8,0.0,0.0,0.0,2.1,8.1,1
1231,Craig Ehlo,1984,1997,G-F,6-6,180.0,"August 11, 1961",Washington State University,/players/e/ehlocr01.html,13,873.0,321.0,24.1,3.4,7.5,0.453,0.7,1.9,0.369,2.7,5.6,0.481,0.5,1.1,1.5,0.689,1.1,2.5,3.6,2.8,1.1,0.3,1.4,1.9,8.6,4
1232,Rich Eichhorst,1962,1962,G,6-3,200.0,"October 21, 1933",Southeast Missouri State University,/players/e/eichhdi01.html,0,1.0,0.0,10.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0
1233,Howard Eisley,1995,2006,G,6-2,177.0,"December 4, 1972",Boston College,/players/e/eisleho01.html,11,786.0,167.0,20.4,2.4,5.9,0.407,0.7,1.9,0.35,1.7,4.0,0.434,0.463,1.1,1.3,0.827,0.3,1.4,1.7,3.5,0.7,0.1,1.5,2.2,6.5,8
1234,Obinna Ekezie,2000,2005,F-C,6-9,270.0,"August 22, 1975",University of Maryland,/players/e/ekeziob01.html,5,143.0,32.0,10.6,1.2,2.7,0.423,0.0,0.0,0.0,1.2,2.7,0.424,0.423,1.3,1.7,0.72,1.0,1.7,2.7,0.2,0.3,0.2,0.7,1.8,3.6,5
1235,Khalid El-Amin,2001,2001,G,5-10,200.0,"April 25, 1979",University of Connecticut,/players/e/elamikh01.html,0,50.0,14.0,18.7,2.3,6.2,0.37,0.6,1.7,0.333,1.7,4.5,0.383,0.415,1.1,1.4,0.778,0.4,1.2,1.6,2.9,1.0,0.0,1.1,2.0,6.3,1
1236,Don Eliason,1947,1947,F,6-2,210.0,"July 24, 1918",Hamline University,/players/e/eliasdo01.html,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1237,Mario Elie,1991,2001,G-F,6-5,210.0,"November 26, 1963",American International College,/players/e/eliema01.html,10,732.0,395.0,25.5,2.9,6.1,0.473,0.8,2.1,0.365,2.1,4.0,0.53,0.537,2.0,2.3,0.854,0.7,2.0,2.8,2.6,0.9,0.2,1.3,2.0,8.6,6
1238,Ray Ellefson,1949,1951,C,6-8,230.0,"November 18, 1922",West Texas A&M University,/players/e/ellefra01.html,2,6.0,0.0,0.0,0.2,1.5,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,1.3,1.0,1
1239,Henry Ellenson,2017,2018,F,6-11,245.0,"January 13, 1997",Marquette University,/players/e/ellenhe01.html,1,57.0,2.0,8.3,1.3,3.7,0.362,0.5,1.7,0.316,0.8,2.0,0.4,0.433,0.5,0.6,0.784,0.3,1.8,2.1,0.5,0.1,0.0,0.6,0.5,3.7,1
1240,Wayne Ellington,2010,2018,G,6-4,200.0,"October 29, 1987",University of North Carolina,/players/e/ellinwa01.html,8,592.0,127.0,21.0,2.9,7.2,0.411,1.4,3.7,0.381,1.5,3.5,0.443,0.509,0.7,0.8,0.851,0.3,1.9,2.2,1.1,0.5,0.1,0.7,1.1,8.0,7
1241,Bob Elliott,1979,1981,C-F,6-9,225.0,"August 18, 1955",University of Arizona,/players/e/elliobo01.html,2,141.0,0.0,16.5,2.5,5.1,0.494,0.0,0.0,0.333,2.5,5.1,0.496,0.496,1.9,2.9,0.649,1.3,2.2,3.6,1.4,0.5,0.2,1.7,2.2,7.0,1
1242,Sean Elliott,1990,2001,F,6-8,205.0,"February 2, 1968",University of Arizona,/players/e/elliose01.html,11,742.0,712.0,33.0,5.2,11.2,0.465,0.8,2.1,0.375,4.4,9.1,0.486,0.5,3.0,3.8,0.799,1.1,3.2,4.3,2.6,0.8,0.4,1.8,2.2,14.2,2
1243,Bo Ellis,1978,1980,F,6-9,197.0,"August 8, 1954",Marquette University,/players/e/ellisbo02.html,2,168.0,0.0,11.8,1.4,3.3,0.431,0.0,0.1,0.0,1.4,3.2,0.433,0.431,0.8,1.1,0.731,1.1,1.8,2.9,0.7,0.4,0.5,0.9,1.9,3.6,1
1244,Boo Ellis,1959,1960,F,6-5,185.0,"February 11, 1936",Niagara University,/players/e/ellisbo01.html,1,118.0,0.0,15.9,1.9,4.8,0.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.9,0.695,0.0,0.0,5.2,0.7,0.0,0.0,0.0,1.7,5.1,1
1245,Dale Ellis,1984,2000,G-F,6-7,205.0,"August 6, 1960",University of Tennessee,/players/e/ellisda01.html,16,1209.0,589.0,28.8,6.1,12.6,0.479,1.4,3.5,0.403,4.6,9.1,0.509,0.536,2.2,2.8,0.784,1.3,2.2,3.5,1.4,0.8,0.2,1.5,2.1,15.7,6
1246,Harold Ellis,1994,1998,G,6-5,200.0,"October 7, 1970",Morehouse College,/players/e/ellisha01.html,4,145.0,26.0,13.3,2.2,4.1,0.527,0.0,0.1,0.048,2.1,3.9,0.545,0.528,1.5,2.3,0.653,1.2,0.8,2.0,0.6,1.1,0.1,0.8,1.7,5.8,2
1247,Joe Ellis,1967,1974,F-G,6-6,175.0,"May 3, 1944",University of San Francisco,/players/e/ellisjo01.html,7,524.0,0.0,19.8,3.7,9.3,0.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.9,0.727,0.7,1.7,5.1,1.4,0.7,0.2,0.0,2.7,8.8,2
1248,LaPhonso Ellis,1993,2003,F,6-8,240.0,"May 5, 1970",University of Notre Dame,/players/e/ellisla01.html,10,624.0,359.0,28.2,4.6,10.3,0.452,0.4,1.3,0.302,4.3,9.0,0.473,0.471,2.2,3.0,0.73,2.1,4.3,6.5,1.6,0.7,0.8,1.6,3.1,11.9,4
1249,LeRon Ellis,1992,1996,F-C,6-9,225.0,"April 28, 1969","University of Kentucky, Syracuse University",/players/e/ellisle02.html,4,91.0,2.0,9.4,1.2,2.8,0.433,0.0,0.0,0.0,1.2,2.8,0.433,0.433,0.6,1.0,0.613,1.0,1.5,2.4,0.3,0.3,0.4,0.4,1.2,3.0,3
1250,Leroy Ellis,1963,1976,C-F,6-10,210.0,"March 10, 1940",St. John's University,/players/e/ellisle01.html,13,1048.0,0.0,26.3,4.0,8.9,0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.5,0.728,2.8,5.5,8.3,1.3,0.8,0.8,0.0,2.5,9.7,4
1251,Monta Ellis,2006,2017,G,6-3,185.0,"October 26, 1985",0,/players/e/ellismo01.html,11,833.0,713.0,34.8,6.9,15.2,0.451,0.9,2.8,0.314,6.0,12.4,0.482,0.48,3.2,4.2,0.772,0.6,2.8,3.5,4.6,1.7,0.3,2.7,2.3,17.8,4
1252,Pervis Ellison,1990,2001,F-C,6-9,210.0,"April 3, 1967",University of Louisville,/players/e/ellispe01.html,11,474.0,245.0,24.5,3.9,7.6,0.51,0.0,0.0,0.05,3.9,7.5,0.513,0.51,1.8,2.6,0.689,2.3,4.4,6.7,1.5,0.6,1.6,1.7,3.1,9.5,4
1253,Len Elmore,1975,1984,C-F,6-9,220.0,"March 28, 1952",University of Maryland,/players/e/elmorle01.html,9,658.0,75.0,18.8,2.5,6.0,0.41,0.0,0.0,0.2,2.5,6.0,0.41,0.41,1.1,1.5,0.726,1.7,3.4,5.1,0.9,0.9,1.0,1.2,2.7,6.0,5
1254,Francisco Elson,2004,2012,C,7-0,235.0,"February 28, 1976",University of California,/players/e/elsonfr01.html,8,472.0,149.0,15.3,1.5,3.2,0.478,0.0,0.0,0.188,1.5,3.2,0.481,0.479,0.6,0.8,0.7,1.1,2.4,3.5,0.6,0.5,0.5,0.8,2.1,3.7,6
1255,Darrell Elston,1975,1977,G,6-4,190.0,"August 15, 1952",University of North Carolina,/players/e/elstoda01.html,2,77.0,0.0,24.8,3.3,8.1,0.402,0.0,0.3,0.167,3.2,7.9,0.409,0.404,1.2,1.6,0.752,0.6,1.6,2.2,2.6,1.1,0.1,1.8,2.2,7.8,2
1256,Melvin Ely,2003,2014,C,6-10,260.0,"May 2, 1978","California State University, Fresno",/players/e/elyme01.html,11,375.0,55.0,16.0,2.1,4.5,0.46,0.0,0.0,0.0,2.1,4.5,0.461,0.46,1.1,1.8,0.625,1.2,2.0,3.2,0.7,0.3,0.6,1.0,2.0,5.3,6
1257,Joel Embiid,2017,2018,C,7-0,250.0,"March 16, 1994",University of Kansas,/players/e/embiijo01.html,1,94.0,94.0,28.7,7.6,15.8,0.478,1.1,3.3,0.327,6.5,12.5,0.518,0.512,5.9,7.6,0.774,2.2,7.8,9.9,2.8,0.7,2.0,3.7,3.4,22.0,1
1258,Wayne Embry*,1959,1969,C-F,6-8,240.0,"March 26, 1937",Miami University,/players/e/embrywa01.html,10,831.0,0.0,26.2,4.8,10.9,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,4.5,0.64,0.0,0.0,9.1,1.4,0.0,0.0,0.0,3.4,12.5,3
1259,Andre Emmett,2005,2012,F,6-5,230.0,"August 27, 1982",Texas Tech University,/players/e/emmetan01.html,7,14.0,0.0,5.2,0.4,0.9,0.462,0.0,0.1,0.0,0.4,0.9,0.5,0.462,0.6,0.9,0.615,0.1,0.4,0.6,0.1,0.1,0.1,0.2,0.4,1.4,2
1260,Ned Endress,1947,1947,F-G,6-2,200.0,"March 2, 1918",University of Akron,/players/e/endrene01.html,0,16.0,0.0,0.0,0.2,1.6,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9,0.533,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.8,0.9,1
1261,Chris Engler,1983,1988,C,6-11,245.0,"March 1, 1959","University of Minnesota, University of Wyoming",/players/e/englech01.html,5,195.0,2.0,7.2,0.7,1.7,0.411,0.0,0.0,0.0,0.7,1.7,0.411,0.411,0.3,0.5,0.677,0.7,1.3,2.0,0.2,0.2,0.2,0.5,1.4,1.8,5
1262,Wayne Englestad,1989,1989,F,6-8,245.0,"December 6, 1966","University of California, Irvine",/players/e/englewa01.html,0,11.0,0.0,4.5,1.0,2.6,0.379,0.0,0.0,0.0,1.0,2.6,0.379,0.379,0.5,0.9,0.6,0.5,1.0,1.5,0.6,0.1,0.0,0.3,1.1,2.5,1
1263,A.J. English,1991,1992,G,6-3,175.0,"July 11, 1967",Virginia Union University,/players/e/engliaj01.html,1,151.0,18.0,20.6,4.1,9.4,0.435,0.1,0.4,0.138,4.0,9.0,0.449,0.438,1.7,2.2,0.778,0.9,1.2,2.1,2.1,0.4,0.2,1.3,1.9,9.9,1
1264,Alex English*,1977,1991,F,6-7,190.0,"January 5, 1954",University of South Carolina,/players/e/englial01.html,14,1193.0,753.0,31.9,8.9,17.6,0.507,0.0,0.1,0.217,8.9,17.6,0.508,0.507,3.6,4.3,0.832,2.3,3.2,5.5,3.6,0.9,0.7,2.5,2.5,21.5,4
1265,Claude English,1971,1971,F,6-4,185.0,"December 26, 1946",University of Rhode Island,/players/e/englicl01.html,0,18.0,0.0,3.9,0.6,2.3,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.714,0.0,0.0,1.1,0.3,0.0,0.0,0.0,0.8,1.5,1
1266,Jo Jo English,1993,1995,G,6-4,195.0,"February 4, 1970",University of South Carolina,/players/e/englijo01.html,2,50.0,0.0,11.5,1.5,3.6,0.416,0.2,0.6,0.344,1.3,2.9,0.432,0.447,0.4,0.7,0.556,0.2,0.8,1.1,0.9,0.4,0.3,0.9,1.7,3.6,1
1267,Kim English,2013,2013,G,6-6,200.0,"September 24, 1988",University of Missouri,/players/e/engliki01.html,0,41.0,0.0,9.9,1.0,2.7,0.375,0.3,1.2,0.28,0.7,1.5,0.452,0.438,0.5,0.7,0.724,0.2,0.7,0.9,0.6,0.4,0.1,0.5,1.1,2.9,1
1268,Scott English,1973,1975,F,6-6,205.0,"October 20, 1950",University of Texas at El Paso,/players/e/englisc01.html,2,105.0,0.0,14.9,2.4,5.7,0.414,0.0,0.1,0.1,2.4,5.6,0.419,0.414,0.9,1.2,0.77,1.8,3.2,4.0,1.0,0.7,0.3,1.3,1.5,5.6,2
1269,Gene Englund,1950,1950,F-C,6-5,205.0,"October 21, 1917",University of Wisconsin,/players/e/engluge01.html,0,46.0,0.0,0.0,2.3,6.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,4.2,0.792,0.0,0.0,0.0,0.9,0.0,0.0,0.0,3.6,7.8,2
1270,James Ennis,2015,2018,F,6-7,210.0,"July 1, 1990","California State University, Long Beach",/players/e/ennisja01.html,3,220.0,58.0,20.4,2.2,4.8,0.454,0.7,2.0,0.359,1.5,2.8,0.521,0.528,1.3,1.6,0.811,1.0,2.2,3.2,0.9,0.6,0.3,0.8,1.9,6.4,4
1271,Tyler Ennis,2015,2018,G,6-3,194.0,"August 24, 1994",Syracuse University,/players/e/ennisty01.html,3,186.0,21.0,12.6,1.7,4.1,0.419,0.4,1.1,0.317,1.4,3.0,0.458,0.463,0.4,0.5,0.768,0.3,1.1,1.3,1.9,0.5,0.1,0.9,1.3,4.2,4
